ID	Gold	Pred	Text
ID-3540	InfoWars	neutral	Florida’s Crackdown on Sanctuary Cities Begins
ID-3541	TheNewYorker	neutral	Focus-Group-Testing Takeaways for the Next Social-Media Platform
ID-3542	Intercept	negative	Former DCCC Chair Distances From Controversial New Policy: “Different Leaders Have Different Approaches”
ID-3543	Alternet	negative	Former US attorney Preet Bharara slams Rudy Giuliani for downplaying impact of campaign taking info from Russia
ID-3544	Alternet	positive	Fox News’ Chris Wallace says Attorney General Bill Barr ‘clearly is protecting’ Trump
ID-3545	TheBlaze	negative	Gay man who ‘came of age’ in the '70s says that today’s gender fluidity and orientation confuses — and enrages — even him
ID-3546	LATimes	negative	"""Gilroy shooter obtained 'weapons of goddamned mass destruction"
ID-3547	OAN	neutral	Greek PM says may seek sanctions against Turkey in gas row
ID-3548	BBC	neutral	Hallstatt: A town of 800 people that gets a million tourists a year
ID-3549	Twitchy	neutral	"""Holy hypocrisy"
ID-3550	Economist	neutral	Household smoke may be the world’s deadliest environmental hazard
ID-3551	BBC	neutral	Hunrdeds of rockets launched from Gaza into Israel
ID-3552	TheFederalist	negative	Immigration Facility Volunteer: ‘Prison-Like’ And ‘Concentration Camp’ Claims Are Flat-Out False
ID-3553	dailykos	neutral	"""International Elections Digest: Boris Johnson becomes new UK leader"
ID-3554	ForeignPolicy	neutral	International Relations Theory Doesn’t Understand Culture
ID-3555	ForeignPolicy	neutral	Iran Still Doesn’t Want an Escalation
ID-3556	NewsMax	neutral	Iran Urges Europe to Normalize Economic Ties With It or Face Consequences
ID-3557	FreeBacon	neutral	Iranian Jewish Leaders Slam Trump Peace Plan as Tool of ‘Zionists’
ID-3558	WT	neutral	Iranians manage to surf the web despite tide of censorship
ID-3559	CNN	neutral	It may take 2 more years to end Congo Ebola outbreak
ID-3560	Truthout	positive	It’s Past Time for the United States to Get Out of Puerto Rico’s Way
ID-3561	Vice	neutral	Japanese Workers Are Very Upset About Their Upcoming 10-Day Holiday
ID-3562	fiscaltimes	negative	Jon Stewart vs. Rand Paul on 9/11 Victims Fund
ID-3563	FreeBacon	negative	Journos Hit Hick for Pot Flip-Flop
ID-3564	FreeBacon	negative	Judicial Crisis Network’s New Ad: Dems Must Release SCOTUS Nominee List
ID-3565	TheBlaze	positive	Jussie Smollett could win an NAACP award—and host Anthony Anderson hopes he does: 'the system worked for him'
ID-3566	FoxNews	neutral	"""Karaoke"
ID-3567	BBC	neutral	Kashmir: Pakistan PM Imran Khan on the need for dialogue
ID-3568	TheGuardian	neutral	Kim Jong-un sets conditions after Trump suggests third summit
ID-3569	TheGuardian	neutral	"""Liverpool are extraordinary up front"
ID-3570	TheBlaze	neutral	Man stands in 110-degree heat to pass out his resume instead of asking for handouts — and goes viral
ID-3571	dailymail	negative	Managers of Grade II-Listed Georgian mansion left their herd of fallow deer to starve to death
ID-3572	Economist	negative	Many countries suffer from shrinking working-age populations
ID-3573	LATimes	negative	"""Marijuana battles turn ugly in one California city: Fistfights"
ID-3574	dailywire	neutral	"""Mass Shooting In Dayton"
ID-3575	BBC	neutral	Measles vaccine fears cost me my children
ID-3576	BussinesInsider	neutral	Media attorney CHARLES HARDER named to Variety's 2019 Legal Impact Report
ID-3577	NBC	negative	Mexico reels from shooting attack in El Paso
ID-3578	Intercept	neutral	Mission Creep: How the NSA’s Game-Changing Targeting System Built for Iraq and Afghanistan Ended Up on the Mexico Border
ID-3579	dailymail	neutral	"""Money launderer"
ID-3580	Economist	neutral	"""More children around the world are being taught in English"
ID-3581	dailymail	neutral	Mueller report will be released on Thursday morning
ID-3582	InfoWars	negative	NPR Admits Illegal Immigrants Are Spreading Disease
ID-3583	dailymail	positive	New Yorkers are totally unfazed by an alien subway entertainer doing wacky performance
ID-3584	Reason	negative	No Citizenship Question on 2020 Census as Trump Backs Down
ID-3585	NPR	neutral	No Mercy: How A Kansas Town Is Grappling With Its Hospital's Closure
ID-3586	TheHill	neutral	Omar hits back at Trump tweet: 'Knock it off. You're the president'
ID-3587	dailykos	neutral	Open thread for night owls: Adam Gopnik takes another look at impeachment of you-know-who
ID-3588	dailykos	neutral	Pentagon to 'loosen the rules' on troops at the southern border
ID-3589	Truthout	negative	Pete Buttigieg Trivializes the Impact of Trade on US Job Losses
ID-3590	dailykos	neutral	Philadelphia DA wants state Supreme Court to declare the death penalty unconstitutional
ID-3591	Positivenews	positive	Police Officer Helps Student Fix His Tie For Graduation
ID-3592	Positivenews	neutral	Police Pull Couple From Raging River In Dramatic Water Rescue
ID-3593	FT	neutral	Porsche offices raided in payments probe
ID-3594	TheAdvocate	negative	Port Allen police chief's stolen gun connected to Oklahoma cold case murder
ID-3595	Economist	positive	"""Refugees need not be a burden"
ID-3596	FT	negative	Regulators cut banks some slack on Libor shift
ID-3597	dailykos	positive	"""Republicans plan to win House by appealing to women"
ID-3598	BBC	negative	Rescued hiker: 'It came down to life and death and I had to chose'
ID-3599	BuzzFeed	neutral	Rosie O’Donnell: 'There’s a Creepy Incest Feel' Between Pres. Trump and Ivanka
ID-3600	dailycaller	negative	"""Russia Violates Critical Nuclear Treaty"
ID-3601	dailymail	negative	"""SIMON THOMAS turned to drink after losing his wife"
ID-3602	ForeignPolicy	neutral	Serbia’s Protests Aren’t the Beginning of a Balkan Spring
ID-3603	TheFederalist	neutral	Sri Lanka Attacks Highlight Growing Worldwide Persecution Of Christians
ID-3604	HuffPost	negative	Sri Lanka Lowers Death Toll From Easter Sunday Bombings To 253
ID-3605	ThinkProgress	negative	State police are tracking runaway Oregon Republicans who refuse to vote on climate bill
ID-3606	Economist	neutral	Storms in America and the Pacific are evidence of climate change
ID-3607	HuffPost	neutral	Street Clashes Erupt As Venezuela's Guaido Urges Uprising
ID-3608	ABC	neutral	Sudan tensions escalate after talks with military break down
ID-3609	InfoWars	negative	Sunday Live! — New York Times Announces Plan To Ban All Conservatives From YouTube
ID-3610	dailybeast	neutral	"""Team Obama Tells Iran: Don’t Escalate"
ID-3611	HotAir	negative	The Atlantic: Sure looks like MH-370 disappearance was pilot suicide
ID-3612	RollCall	neutral	The Democrats who voted to keep impeachment options open
ID-3613	ThinkProgress	neutral	The El Paso and Dayton shootings weren’t an aberration. They were a statistical certainty.
ID-3614	Reason	negative	The Green New Deal Will Hit the Poor With Higher Energy Costs
ID-3615	TheGuardian	neutral	The Guardian view on the Venice Biennale’s migrant boat: pushing the limits of art | Editorial
ID-3616	Truthout	neutral	"""The Last Time There Was This Much CO2"
ID-3617	ThinkProgress	neutral	The Mueller report is coming. But there’s one big caveat.
ID-3618	TNR	negative	The Obscene Difficulty of Depriving a Troubled White Man of a Gun
ID-3619	NationalReview	negative	The Problem with the Mueller Report
ID-3620	fiscaltimes	negative	The Race Is On to Avoid a Debt Ceiling Crisis
ID-3621	Slate	negative	The U.S. Is Ramping Up for a New Mideast War Before Finishing the Last One
ID-3622	TheNewYorker	neutral	"""The Woman Who Has Styled Justin Bieber"
ID-3623	NPR	negative	Third Child Dies In U.S. Government Custody Since December
ID-3624	TheWeek	neutral	Today’s back pages: Oh Nou! United blown away by a Barcelona and Messi masterclass
ID-3625	HuffPost	neutral	"""Truck Plows Into Crowd On Guatemala Highway"
ID-3626	Intercept	positive	Trump Praises Supporters Who Want to Deport Ilhan Omar as “People That Love Our Country”
ID-3627	ThinkProgress	negative	Trump immigration chief caught pretending not to know about his racist tweets
ID-3628	Twitchy	negative	Trump just told reporters he hopes someone looks into the ‘illegal takedown that failed’
ID-3629	Marketwatch	neutral	Trump says China's Xi isn't moving fast enough on trade deal
ID-3630	RollCall	negative	"""Trump seeks weaker protections"
ID-3631	NYP	negative	Trump slams Biden as non-salvageable ‘reclamation project’
ID-3632	TheGuardian	negative	Trump suggests 'loose and stupid' Iranian officer attacked US drone
ID-3633	NYP	negative	Trump warns China about harsher trade deal if reelected
ID-3634	RollCall	neutral	"""Trump"
ID-3635	PoliticoPulse	neutral	Trump: ‘2 weeks and big Deportation begins!’
ID-3636	fiscaltimes	negative	Trump’s Plan to Kill Obamacare Rattles Republicans
ID-3637	democracynow	negative	"""U.K. in Crisis: Facing No Deal"
ID-3638	Truthout	negative	"""US Takes Illegal"
ID-3639	TheGatewayPundit	negative	Unapologetic Taliban Terrorist John Walker Lindh –Who Praised ISIS in 2015 – Is Released from Prison
ID-3640	BBC	negative	Van with $140m of drugs crashes into police car in Sydney
ID-3641	Slate	negative	War With Iran Wouldn’t Be Like Iraq. It Would Be Worse.
ID-3642	democracynow	negative	We Will Not Be Quiet! Stonewall Was a Riot!: Queer Liberation March Returns Pride to Radical Roots
ID-3643	TheGuardian	neutral	West Indies chasing 292 to beat New Zealand: Cricket World Cup 2019 - live!
ID-3644	ForeignPolicy	neutral	What to Read If ‘Game of Thrones’ Let You Down
ID-3645	LATimes	neutral	What we know about Gilroy Garlic Festival shooting suspect Santino William Legan
ID-3646	TheBlaze	negative	White House counters yet another Barr contempt vote by claiming executive privilege over subpoenaed documents
ID-3647	FoxNews	negative	White cop cleared in fatal shooting of black teenager
ID-3648	democracynow	positive	"""With U.S. Support"
ID-3649	LATimes	negative	"""YG Shooting: Rapper's bulletproof Escalade is tied to wild gun battle"
ID-3650	ThinkProgress	negative	YouTube faces federal investigation for allegedly violating children’s privacy
ID-3651	NYP	negative	Young Texas brothers killed in violent storms identified
ID-3652	PoliticoPulse	neutral	"""‘Miracle’: Plane crashes into Florida river"
ID-3653	Twitchy	negative	‘She’s Republican-ing extra hard’! Ana Navarro intervenes to distract from ‘Pelosi vs. Squad’ melee
ID-3654	TheGatewayPundit	negative	‘Washed-Up Psycho’ and Hollywood Elite Bette Midler Threatens Trump with Murder: “Give Him a Shiv” — Keeps Her Twitter Account
ID-3655	Truthout	neutral	"""“Sooner or Later"
ID-3656	TheNewYorker	neutral	“The Hills: New Beginnings” and Our Warped American Reality
ID-3657	Jacobin	negative	“Ulysses” Truthers Are the Latest Threat to Corbyn
ID-3658	TheGuardian	neutral	'Don't mess with us': the spirit of rebellion spreads in Hong Kong
ID-3659	dailymail	negative	'Fantasist known as Nick' claimed ex-MP Harvey Proctor was violent
ID-3660	NPR	positive	'High Life' Is A Stunning Space Odyssey — With A Baby On Board
ID-3661	TPM	neutral	4 Key Moments When FBI Alleged Trump Was Aware Of Hush Money Scheme
ID-3662	Intercept	positive	A Federal Civil Rights Office Wants to Limit Access to Emotional-Support Animals That Can Help With Depression
ID-3663	TheAtlantic	negative	A Soda Company’s Long Obsession With Outer Space
ID-3664	Jacobin	negative	A Union Fight at Marquette University
ID-3665	Vox	neutral	A jury said Katy Perry’s “Dark Horse” copied another song. The $2.8 million verdict is alarming.
ID-3666	TheNewYorker	neutral	Alabama Senate Votes to Virtually Eliminate Tourism to Alabama
ID-3667	MotherJones	neutral	Apple Goes All In on China
ID-3668	Vox	neutral	Ariana Grande and Justin Bieber are CGI animals in this generation’s “We Are the World”
ID-3669	FreeBacon	negative	"""At Census Question Oral Arguments"
ID-3670	Marketwatch	neutral	"""August WTI oil up 21 cents"
ID-3671	BussinesInsider	negative	Balanz Capital Valores S.A.U. -- Moody's withdraws ratings of Balanz Capital Valores S.A.U.
ID-3672	TheGuardian	negative	Bill Cosby settles defamation lawsuits with seven female accusers
ID-3673	fiscaltimes	positive	Blue State Dems Push to Expand SALT Tax Break
ID-3674	TheWeek	neutral	Brexit preference ‘first question to ask on first date’
ID-3675	dailymail	negative	Brutal truth behind honour killing of 17-year-old Shafilea Ahmed is told in chilling documentary
ID-3676	TheHill	neutral	"""Buttigieg defends Kaepernick"
ID-3677	FreeBacon	neutral	Buttigieg: Questions on Third-Trimester Abortions Are Hypotheticals
ID-3678	ProPublica	neutral	"""California Legislators Urge Caution"
ID-3679	BBC	negative	Cape Town - tourist hotspot where eight people are murdered a day
ID-3680	Vice	neutral	Capturing a Nigerian Church Surviving South East London Gentrification
ID-3681	TheGuardian	neutral	"""Cash"
ID-3682	ThinkProgress	negative	Charlottesville residents say ‘ethnic cleansing’ threat proves ongoing danger of white nationalism
ID-3683	FreeBacon	positive	Cheney Applauds Trump Administration’s Decision to Strengthen Iran Oil Sanctions
ID-3684	FreeBacon	negative	Cleric: Muslims ‘Have a Duty’ to Obtain Nuclear Weapons
ID-3685	democracynow	negative	Corporate Homicide: Ralph Nader Demands Boeing Recall Jets After Ethiopia Crash Kills His Niece
ID-3686	democracynow	negative	Cruelty Is the Point: Communities Fight Back as Threat of ICE Raids Terrorize Immigrant Families
ID-3687	BBC	negative	Cyclone Idai: 'People didn't stand a chance'
ID-3688	dailymail	neutral	Daughter-in-law of opera singer Plácido Domingo reveals Scientology celeb secrets
ID-3689	BuzzFeed	neutral	Del Rio Sector Apprehends 180 Haitian Migrants in One Week
ID-3690	Vox	positive	"""Democrats: we’d love to nominate a young woman of color in 2020. Also"
ID-3691	PoliticoPulse	negative	Dems seize offensive against Trump after detention center outrage
ID-3692	ForeignPolicy	negative	Document of the Week: U.N. Calls Out Syrian Propaganda Over Hospital Attacks
ID-3693	PalmerReport	positive	Donald Trump caught dangling pardons to entice his immigration officials to break the law
ID-3694	BussinesInsider	neutral	DraftKings And The Arena Football League Launch New Fantasy Sports Game
ID-3695	OAN	negative	EU to call on Libya’s Haftar to stop offensive: draft
ID-3696	Economist	positive	Electricity does not change poor lives as much as was thought
ID-3697	TPM	neutral	Ex-Fighter Pilot Amy McGrath Launches Dem Challenge To Mitch McConnell
ID-3698	TheWeek	positive	"""F1: ‘Sebastian Vettel only needs one good race - it’s just a phase’"
ID-3699	HuffPost	neutral	FAA Prohibits Operators From Flying Over Some Iran-Controlled Airspace
ID-3700	NBC	neutral	Fact checking Robert Mueller's congressional hearing
ID-3701	NBC	negative	Family of toddler who fell from cruise ship grapples with 'unfathomable' loss
ID-3702	Truthout	negative	Fears of New Gaza Invasion Rise as Israel Launches Airstrikes
ID-3703	ProPublica	negative	Federal Judge Dismisses Charges Against 3 White Supremacists
ID-3704	Vice	negative	"""Fire Breaks Out at Japanese Animation Studio"
ID-3705	BBC	neutral	Forty-five rattlesnakes found under Texas house
ID-3706	BussinesInsider	neutral	Four technology breakthroughs of BlackPearl.Chain are reinventing the public blockchain
ID-3707	MotherJones	neutral	Friday Cat Blogging – 14 June 2019
ID-3708	Intercept	neutral	"""From the Mediterranean to Mexico"
ID-3709	dailykos	negative	Georgia's Republican governor suffering consequences of his reckless abortion action
ID-3710	NPR	positive	Google Searches For Ways To Put Artificial Intelligence To Use In Health Care
ID-3711	TheGuardian	positive	"""Grand Parc"
ID-3712	TheWeek	positive	"""Grand Theft Auto 6 rumours: setting"
ID-3713	ABC	negative	Greek police arrest suspect in Greek-Australian's murder
ID-3714	TheBlaze	negative	HUD proposes ending assistance to illegal immigrants. Critics worry thousands of legal immigrant children could be displaced
ID-3715	Alternet	neutral	Here’s what Ben Franklin teaches us about impeaching Donald Trump
ID-3716	LATimes	negative	Hitchhiker wearing bloody clothes arrested in man's stabbing death
ID-3717	BussinesInsider	positive	I'm a freelance writer with student loans who's kept excellent credit as I move all over the US. Here's exactly how I do it.
ID-3718	dailymail	negative	ISIS recruit from Coventry 'has been executed by terror group as a Western spy'
ID-3719	dailykos	neutral	"""In Canada"
ID-3720	TheNewYorker	positive	Ingeborg Bachmann’s “Malina” Is the Truest Portrait of Female Consciousness Since Sappho
ID-3721	HotAir	positive	"""Inspired by ISIS"
ID-3722	BussinesInsider	positive	"""Introducing Platelet-Rich Plasma (PRP) Skin Rejuvenation and PRP Hair Restoration in East Syracuse"
ID-3723	dailycaller	neutral	Iran Foreign Minister: Iran Considering Talks With US On Ballistic Missiles
ID-3724	BuzzFeed	negative	Joe Biden Defends Non-Apology to Anita Hill: ‘I Don’t Think I Treated Her Badly’ During Hearings
ID-3725	Reason	negative	Judge Blocks DOJ's Attempt to Switch Lawyers in the Census Citizenship Question Case
ID-3726	Marketwatch	positive	"""June WTI oil gains $1.48"
ID-3727	RollCall	positive	Justice Department sides with Treasury in blocking Trump tax returns
ID-3728	FoxNews	negative	Kevin Costner is disappointed with American politics: 'Shame on us'
ID-3729	FreeBacon	neutral	Klobuchar Won’t Release Names of Potential Judicial Nominees
ID-3730	TheHill	positive	Klobuchar fundraises for McConnell challenger: 'Two Amys are better than one'
ID-3731	Vice	negative	Life Lessons from Three of the World’s Most Brutal Sports
ID-3732	Vice	negative	Man Arrested After Filling Hotel Bath with Potatoes During Five-Day MDMA Binge
ID-3733	NBC	negative	Man charged with killing 7 elderly women
ID-3734	NYP	negative	"""Man had ‘father-son’ chat with dying son before fatal stabbing"
ID-3735	NationalReview	neutral	Mass. Judge Charged with Obstruction for Allegedly Helping Man Evade ICE
ID-3736	Twitchy	positive	"""Megan Rapinoe shares a great idea for boosting women’s pay"
ID-3737	TheHill	neutral	Michigan charges 5 former priests with sexual misconduct
ID-3738	FreeBacon	positive	Mission Accomplished: A$AP Rocky Returning To United States
ID-3739	ForeignPolicy	neutral	Modi’s Message Was Simple: Hindus First
ID-3740	TheGuardian	neutral	More players older than 30 than younger left in men’s fourth round at Wimbledon
ID-3741	dailykos	neutral	Morehouse commencement speaker promises to pay off student loans for entire graduating class
ID-3742	ThinkProgress	negative	Mueller’s testimony brings conservative conspiracy theories out of the woodwork
ID-3743	Twitchy	negative	NY Times tries to backpedal after publishing ‘abhorrent’ anti-Semitic cartoon in international edition
ID-3744	NationalReview	positive	National Popular Vote Movement Tries to Win Over Skeptical Conservatives
ID-3745	Positivenews	negative	Nepalese Army Removes Two Tons Of Waste From Mount Everest
ID-3746	dailymail	negative	Newlove says crime victims and their families must be told the real sentences criminals will serve
ID-3747	Marketwatch	neutral	Nucor downgraded to hold from buy at CFRA
ID-3748	Reason	neutral	Oakland's 'Pothole Vigilantes' Are the Batman and Robin of Road Repair
ID-3749	Vice	neutral	One of the World's Most Wanted Hackers Speaks
ID-3750	Jacobin	negative	Pelosi and Schumer Hate BDS More Than Ultranationalism
ID-3751	Intercept	negative	Pipeline Opponents Strike Back Against Anti-Protest Laws
ID-3752	ProPublica	negative	Political Operatives Got Donors to Give Millions. The Money Wasn’t Used As Promised. Here’s How They Did It.
ID-3753	TheWeek	neutral	Premier League title race: Mo Salah’s wonder goal puts Liverpool back on top
ID-3754	Truthout	negative	Puerto Ricans Are Resisting Policing as a Solution to Crisis
ID-3755	dailymail	neutral	Rachel Riley is pregnant! Countdown star expecting her first child with Pasha Kovalev
ID-3756	TheGuardian	neutral	Rachel Roddy's recipe for salmoriglio – aka Sicilian lemon sauce | A Kitchen in Rome
ID-3757	TNR	neutral	Restoring Democracy is Not Open to Debate
ID-3758	RollCall	neutral	"""Road ahead: Barr testifying on DOJ budget"
ID-3759	democracynow	positive	Robert Mueller Testimony Disappoints Democrats Who Bet on Special Counsel to Help Sink Trump
ID-3760	WT	neutral	Romanian political spat comes to the fore at EU summit
ID-3761	WT	negative	Saudi Arabia executes 37 prisoners for terrorism crimes
ID-3762	OAN	neutral	Saudi energy minister says discussed oil markets with Russian counterpart
ID-3763	democracynow	negative	Scott Warren of No More Deaths Faces Retrial for Providing Humanitarian Aid to Migrants in Arizona
ID-3764	dailymail	negative	Screenwriter with HIV racked up thousands in debt by pretending to be dead brother
ID-3765	FoxNews	neutral	"""Seedy app that 'undressed' women sparks backlash"
ID-3766	Positivenews	positive	Shelter Dog Who Loves His Bowl Gets Adopted After His Story Goes Viral
ID-3767	TheGatewayPundit	neutral	Speaker Pelosi Backs Down on Impeachment Talk After President Trump Rips Into Her
ID-3768	TheGuardian	negative	Srećko Horvat: ‘The current system is more violent than any revolution’
ID-3769	BBC	neutral	Sri Lanka attacks: 'They gave me a hug the night before'
ID-3770	BBC	positive	Stranded baby elephant rescued from lake
ID-3771	fiscaltimes	positive	"""Strong Economic Growth in the First Quarter"
ID-3772	BBC	neutral	Student reunited with mother after 12 years
ID-3773	TheBlaze	negative	"""Student who told teacher there are only 'two genders' now facing harsh punishment from school"
ID-3774	dailymail	positive	Stunning seven-bed Cornish manor house overlooking St Michael's Mount goes on the market for £2.5m
ID-3775	dailysignal	positive	Survivors of the Sexual Revolution the Media Will Ignore During Gay Pride Month
ID-3776	Intercept	negative	Sweden Considers Request to Reopen Rape Investigation of Julian Assange
ID-3777	Vice	negative	Tech Companies Can Now Be Fined $1 Million for Spreading Fake News in Singapore
ID-3778	TheAtlantic	negative	The Conservative Argument Over Paid Family Leave
ID-3779	TheAtlantic	neutral	The Italian Donald Trump Visits Washington
ID-3780	TheFederalist	negative	"""The Left Dumps On Apollo 11 As A White"
ID-3781	TheAtlantic	negative	The Republican Party Is Losing Its Future
ID-3782	Vice	positive	The Ways Black Gay Men ‘Act Straight’ to Survive Festival Season
ID-3783	NationalReview	negative	The World Doesn’t Care About Groupthink
ID-3784	TheWeek	neutral	Today’s back pages: Stokes catch gives England a flying start in Cricket World Cup
ID-3785	TheGuardian	neutral	Top 10 books set in the American midwest
ID-3786	FreeBacon	negative	Toy Story 2 Cuts Fake Blooper Scene in Wake of #MeToo
ID-3787	Truthout	negative	Trump Administration Losing 94 Percent of Lawsuits Over Illegal Policy Changes
ID-3788	dailycaller	negative	Trump Approved Cyberattacks Against Iran After He Backed Off A Military Assault
ID-3789	Slate	negative	Trump Immigration and Asylum Chief Blames Father in Devastating Photo for Own Drowning Death
ID-3790	ThinkProgress	neutral	Trump claims he doesn’t know about any other investigations into his campaign
ID-3791	ThinkProgress	negative	Trump claims that polls showing him losing are fake
ID-3792	TheAmericanConservative	neutral	Trump is Not a Transformative Foreign Policy President
ID-3793	dailykos	negative	"""Trump is so abhorrent"
ID-3794	TheGuardian	negative	Trump official blames migrant father for drowning with daughter
ID-3795	ThinkProgress	neutral	"""Trump suddenly reverses course on Iran"
ID-3796	ProPublica	negative	Two Indiana Police Officers Face Federal Charges in Videotaped Beating of Handcuffed Man
ID-3797	NationalReview	negative	Two More Broward Officers Fired over Failed Parkland Response
ID-3798	ForeignPolicy	positive	U.S. Firms Are Helping Build China’s Orwellian State
ID-3799	WT	neutral	U.S. seizes control of North Korean cargo ship used to skirt international sanctions
ID-3800	TheGatewayPundit	neutral	Uber Driver Charged With Kidnapping and False Imprisonment – Told Two Women “You’re Not Going Anywhere”
ID-3801	Intercept	negative	Virginia Prisons Putting Up Obstacles to Ramadan Observance
ID-3802	WT	neutral	"""Walloped by heat wave"
ID-3803	TNR	neutral	Warren’s Economic Evolution Gives Her Candidacy a Unique Edge
ID-3804	dailysignal	positive	We Hear You: Jordan Peterson on What Motivates the Left
ID-3805	TheWeek	neutral	What Jeremy Hunt said on abortion
ID-3806	BBC	positive	What it's like being a woman in media
ID-3807	TPM	negative	"""While Trump Practices Benign Neglect"
ID-3808	dailysignal	neutral	"""White House Report Hails Tax Cuts Spurring Economic Growth"
ID-3809	OAN	positive	WikiLeaks source Manning could be jailed again soon if she disobeys U.S. grand jury
ID-3810	NYP	neutral	"""William Barr doubles down on campaign spying claims"
ID-3811	HuffPost	negative	Woman Arrested Under Terrorism Act After Death Of Journalist Lyra McKee
ID-3812	NYP	negative	Woman charged with conspiring to gang-rape kidnapped woman
ID-3813	dailysignal	negative	Young Democrat Booed for Opposing Slavery Reparations at House Hearing
ID-3814	BBC	neutral	Zimbabwean Manners Mukuwiri recycles rubbish into art
ID-3815	dailymail	positive	‘A predator’s playground’: The dark side of finding love online
ID-3816	Alternet	positive	‘It was not a fluke event’: Alabama Sen. Doug Jones lays out how Democrats can win in 2020
ID-3817	Alternet	negative	‘The facts we know about already are damning’: Conservative writer says the GOP would impeach Trump if it weren’t run by ‘know-nothing cultists’
ID-3818	Twitchy	positive	‘WOW!’ Somehow a fire started near a fireworks store in S. Carolina (Guess what happened next)
ID-3819	TheWeek	positive	‘We don’t fear you’: Nikita Parris and England are ready for World Cup holders USA
ID-3820	Alternet	negative	‘You lied to Congress’: Democratic Sen. Hirono unleashes on Bill Barr — and infuriates Lindsey Graham
ID-3821	FoxNews	neutral	'NCIS' renewed for Season 17 by CBS
ID-3822	NPR	negative	"""'Pharma Bro' Martin Shkreli Loses Appeal"
ID-3823	NPR	neutral	'Plenty Of Cards To Play': Chinese Media Suggest Cutting Rare Earth Exports To U.S.
ID-3824	NBC	negative	'Violent tornado' hits Missouri's capital city after 3 killed elsewhere in state
ID-3825	dailysignal	neutral	"""5 Years In"
ID-3826	WT	positive	Afghan president holds council to set agenda for peace talks
ID-3827	dailymail	negative	Alex Rodriguez is accused of cheating on Jennifer Lopez AGAIN by sexting a British Playboy model
ID-3828	Positivenews	positive	An Entire School Learned Sign Language To Welcome A Deaf Kindergartener
ID-3829	TheGuardian	positive	Andy Murray wins Queen’s doubles title in first tournament since hip surgery
ID-3830	BussinesInsider	neutral	Avengers: Endgame Smashes Multiple Ticketing Records on Atom Tickets
ID-3831	TheAdvocate	positive	Baker School District applying for $12.5 million USDA loan to help fund Baker High renovation
ID-3832	dailybeast	negative	Biden Under Fire For His Nostalgia For Segregationist Senators
ID-3833	WT	neutral	"""Biden's son scoffs at Trump's calls for probe into Ukraine business ties; 'F*** you"
ID-3834	Time	positive	Black Widow and Captain Marvel Hitting the Red Carpet Wearing Infinity Stones Is a Superpower
ID-3835	Marketwatch	positive	Boeing CEO Muilenburg: Confident in the 'fundamental safety' of 737 Max
ID-3836	dailymail	positive	Boris Johnson's girlfriend Carrie Symonds quit her job at Conservative Party over expenses claims
ID-3837	Twitchy	neutral	California just thought up another green tax; Wait staff hardest hit
ID-3838	BussinesInsider	neutral	Chris Lythgo confirmed Commissionaires National Chair
ID-3839	TNR	neutral	Corruption Is the Tie that Binds for Trump-Era Republicans
ID-3840	PalmerReport	negative	Donald Trump throws a tantrum after he gets caught cheating
ID-3841	dailycaller	negative	Dutch Police Arrest Suspected Gunman In Utrecht Shooting That Left 3 Dead
ID-3842	Intercept	neutral	EPA Move to Phase Out Animal Experiments Could Mean the End of Toxics Regulations
ID-3843	Intercept	positive	Endorsements Pouring in for Insurgent Queens DA Candidate
ID-3844	Vice	negative	Experts Are Already Arguing Over How to Rebuild Notre Dame
ID-3845	dailybeast	neutral	Fox News’ Chris Wallace Sets Record Straight: Russia Investigation Did Not Start With Trump Dossier
ID-3846	Positivenews	positive	French Billionaires Pledge $450 Million To Help Rebuild The Notre Dame Cathedral
ID-3847	TNR	neutral	Game of Thrones: The White Walkers Are Coming
ID-3848	TheBlaze	positive	Happy Easter from TheBlaze: The true meaning of Easter Sunday
ID-3849	TheGatewayPundit	positive	Hilarious! President Trump: I wanted to Kiss My General Who Defeated ISIS But “I Went to Kiss the General And I Felt Like Joe Biden”
ID-3850	TheGuardian	positive	It's not a hate crime for a woman to feel uncomfortable waxing male genitalia | Arwa Mahdawi
ID-3851	Positivenews	neutral	"""Jamaican Businessman Organizes Trash-Collecting Tournament"
ID-3852	Reason	negative	Lawsuit Seeks Class Action Status for Students Whose Due Process Rights Were Violated During Title IX Investigations
ID-3853	Intercept	neutral	"""Mayor Pete Buttigieg on Trump"
ID-3854	TheHill	negative	McConnell opens door to vote on Iran war authorization
ID-3855	BBC	neutral	Meet the rare tiger cubs making their debut at Sydney Zoo
ID-3856	Time	positive	Meghan Markle’s First Major Post-Baby Outing at Trooping the Colour 2019 Looked Like a Lot of Fun
ID-3857	ForeignPolicy	negative	Millions of Voters Are Missing in India
ID-3858	TheBlaze	negative	Much of Notre Dame Cathedral's structure and artifacts miraculously survive the destructive fire
ID-3859	HuffPost	neutral	Natural History Museum Won't Host Event Honoring Brazil President Jair Bolsonaro
ID-3860	Positivenews	positive	Neighborhoods Across The Country Are Building Miniature Pantries To Help Those In Need
ID-3861	TNR	neutral	New Orleans Braces for a One-Two Weather Punch
ID-3862	Truthout	neutral	New York Activists Are Leading the Charge on Sex Work Decriminalization
ID-3863	dailysignal	neutral	"""New York State"
