,ID,Source,Pred,Monthly Visitors November 2020,Text
,ID-3947,TheGuardian,negative,480810000,'April fools': what the papers said about the failure of indicative votes round 2
,ID-4039,TheGuardian,negative,480810000,Busy Philipps on abortion: ‘Women have held on to a lot of this shame’
,ID-4208,TheGuardian,negative,480810000,'The builders don't care': Dhaka reels from another deadly blaze
positive,,,21,,
,ID-27,TheGuardian,positive,480810000,Five ways to care for your scalp
,ID-34,TheGuardian,positive,480810000,George Archer – the 1969 Masters winner who had an amazing secret | Ewan Murray
,ID-44,TheGuardian,positive,480810000,"""Holiday Inn owner to ditch mini toiletries from 5"
,ID-75,TheGuardian,positive,480810000,Katarina Johnson-Thompson smashes her personal best to win heptathlon
,ID-257,TheGuardian,positive,480810000,Cheese rolling and racing corgis: Monday's best
,ID-462,TheGuardian,positive,480810000,"""Larger actors rarely get cast as romantic leads"
,ID-492,TheGuardian,positive,480810000,Peter Kennaugh takes break from cycling ‘to rediscover happiness’
,ID-503,TheGuardian,positive,480810000,Ryan Babel’s late winner for Fulham leaves Cardiff on brink of relegation
,ID-2518,TheGuardian,positive,480810000,"""For our dedicated food readers"
,ID-2770,TheGuardian,positive,480810000,Democrats refuse to retreat on Trump legal issues despite Mueller disappointment
,ID-2931,TheGuardian,positive,480810000,F1: Lewis Hamilton wins Canadian GP after penalty denies Vettel – live!
,ID-3000,TheGuardian,positive,480810000,Bangladesh keep hopes alive as Shakib Al Hasan sinks Afghanistan
,ID-3167,TheGuardian,positive,480810000,Imran Khan hopes to win over Donald Trump in first US visit
,ID-3205,TheGuardian,positive,480810000,Political chaos in Israel deals blow to Jared Kushner's peace plan
,ID-3265,TheGuardian,positive,480810000,‘Wow’ factor puts Trent Alexander-Arnold centre stage for Liverpool
,ID-3711,TheGuardian,positive,480810000,"""Grand Parc"
,ID-3829,TheGuardian,positive,480810000,Andy Murray wins Queen’s doubles title in first tournament since hip surgery
,ID-3850,TheGuardian,positive,480810000,It's not a hate crime for a woman to feel uncomfortable waxing male genitalia | Arwa Mahdawi
,ID-3963,TheGuardian,positive,480810000,Alexis Tsipras: leader won respect abroad but lost support at home
,ID-4008,TheGuardian,positive,480810000,'It's the hope that gets you': Spurs and Liverpool fans go head-to-head
,ID-4099,TheGuardian,positive,480810000,National Press Awards: Guardian and Observer win for Windrush and Cambridge Analytica
neutral,,,42,,
,ID-191,TheGuardian,neutral,480810000,Trump says 'absolutely broken' Iran will face major new sanctions
,ID-214,TheGuardian,neutral,480810000,Colorado Rapids match to go ahead as scheduled despite plague
,ID-283,TheGuardian,neutral,480810000,Holiday review – an unlovely sojourn around the twisted male psyche
,ID-353,TheGuardian,neutral,480810000,Venezuela: Red Cross brokers Maduro-Guaidó deal to allow aid delivery
,ID-371,TheGuardian,neutral,480810000,"""England would be better off without Scotland"
,ID-375,TheGuardian,neutral,480810000,Mick Jagger back on stage three months after heart surgery
,ID-423,TheGuardian,neutral,480810000,Eiffel Tower closed after man tries to climb Paris landmark
,ID-882,TheGuardian,neutral,480810000,"""Victor d’Hondt"
,ID-1377,TheGuardian,neutral,480810000,British Airways suspends Cairo flights as security precaution
,ID-1697,TheGuardian,neutral,480810000,Kemar Roofe razes Derby County to leave Leeds spying play-off final
,ID-1853,TheGuardian,neutral,480810000,Giro d'Italia: Richard Carapaz tightens grip as Nibali leapfrogs Roglic
,ID-1968,TheGuardian,neutral,480810000,Burberry to close one in 10 stores worldwide
,ID-2177,TheGuardian,neutral,480810000,A$AP Rocky freed from Swedish jail pending assault trial verdict
,ID-2343,TheGuardian,neutral,480810000,"""TV comic takes lead in Ukraine election first round"
,ID-2429,TheGuardian,neutral,480810000,Sea of Solitude review - a dazzling and cathartic exploration of mental health
,ID-2564,TheGuardian,neutral,480810000,"""Shane Rimmer"
,ID-2600,TheGuardian,neutral,480810000,What Apple could teach mom Gwyneth Paltrow about technology | Rebecca Nicholson
,ID-2620,TheGuardian,neutral,480810000,Donald Trump warns Megan Rapinoe not to 'disrespect' US flag at World Cup
,ID-2730,TheGuardian,neutral,480810000,'Ma’amageddon': secret plans for Queen's nuclear address revealed
,ID-2765,TheGuardian,neutral,480810000,Cricket World Cup’s summer dream is turning into a washout nightmare | Adam Collins
,ID-2966,TheGuardian,neutral,480810000,Son Heung-min: Spurs’ superhero seems to flourish when the pressure is on | Eni Aluko
,ID-3017,TheGuardian,neutral,480810000,Southampton v Liverpool: Premier League – live!
,ID-3193,TheGuardian,neutral,480810000,Novak Djokovic sails past Zverev and into semi-final with Dominic Thiem
,ID-3332,TheGuardian,neutral,480810000,Greta Thunberg teaches us about autism as much as climate change | Ian Birrell
,ID-3475,TheGuardian,neutral,480810000,"""For Theresa May"
,ID-3498,TheGuardian,neutral,480810000,Trump issues Earth Day message without mentioning climate change
,ID-3568,TheGuardian,neutral,480810000,Kim Jong-un sets conditions after Trump suggests third summit
,ID-3569,TheGuardian,neutral,480810000,"""Liverpool are extraordinary up front"
,ID-3615,TheGuardian,neutral,480810000,The Guardian view on the Venice Biennale’s migrant boat: pushing the limits of art | Editorial
,ID-3643,TheGuardian,neutral,480810000,West Indies chasing 292 to beat New Zealand: Cricket World Cup 2019 - live!
,ID-3658,TheGuardian,neutral,480810000,'Don't mess with us': the spirit of rebellion spreads in Hong Kong
,ID-3681,TheGuardian,neutral,480810000,"""Cash"
,ID-3740,TheGuardian,neutral,480810000,More players older than 30 than younger left in men’s fourth round at Wimbledon
,ID-3756,TheGuardian,neutral,480810000,Rachel Roddy's recipe for salmoriglio – aka Sicilian lemon sauce | A Kitchen in Rome
,ID-3785,TheGuardian,neutral,480810000,Top 10 books set in the American midwest
,ID-4079,TheGuardian,neutral,480810000,"""José Antonio Reyes"
,ID-4094,TheGuardian,neutral,480810000,Moon buggies and bags of poo: what humans left on the moon
,ID-4112,TheGuardian,neutral,480810000,Plains-wanderer hatchlings snuggle up to feather duster 'father' –
,ID-4215,TheGuardian,neutral,480810000,"""Charlottesville white supremacist gets second life sentence"
,ID-4632,TheGuardian,neutral,480810000,"""‘It was Geraint’s decision’"
,ID-4843,TheGuardian,neutral,480810000,"""My dispiriting"
,ID-4999,TheGuardian,neutral,480810000,100 years on: the picture that changed our view of the universe
TheHill,,,89,,
Pred:,,,Anzahl:,,
positive,,,15,,
,ID-85,TheHill,positive,85660000,Manchin knocks Barr: He should be focused on protecting the Constitution
,ID-131,TheHill,positive,85660000,Sally Yates: Trump would be indicted on obstruction of justice if he were not president
,ID-189,TheHill,positive,85660000,Trump approval rating dips to 44 percent: poll
,ID-407,TheHill,positive,85660000,Buttigieg: I'm a capitalist but democracy is 'more important' than capitalism
,ID-597,TheHill,positive,85660000,Meghan McCain presses Steyer on 2020 bid: 'You have not proven that you can inspire people'
,ID-807,TheHill,positive,85660000,Poll: Immigration overtakes health care as top issue for voters
,ID-944,TheHill,positive,85660000,Buttigieg Fox News town hall attracts 1.1 million viewers
,ID-1491,TheHill,positive,85660000,Obama honors 'American statesman' Richard Lugar
,ID-1633,TheHill,positive,85660000,Buttigieg defends experience: 'Anybody of any age can do a good job'
,ID-1735,TheHill,positive,85660000,Poll: Majority view socialism as incompatible with American values
,ID-2543,TheHill,positive,85660000,Murkowski celebrates birthday with electric scooter ride
,ID-3527,TheHill,positive,85660000,Cummings on impeachment: 'We may very well come to that'
,ID-3730,TheHill,positive,85660000,Klobuchar fundraises for McConnell challenger: 'Two Amys are better than one'
,ID-4198,TheHill,positive,85660000,Connecticut House sends nation's most generous family leave policy to governor
,ID-4650,TheHill,positive,85660000,US officials express optimism negotiations with Iran possible
negative,,,31,,
,ID-113,TheHill,negative,85660000,Police in Northern Ireland warn of 'new breed' of terrorists after journalist's killing
,ID-127,TheHill,negative,85660000,Rubio says progressive Democrats are 'fully' American but 'political bullies'
,ID-218,TheHill,negative,85660000,Feinstein to introduce bill raising age to purchase assault weapons after California shooting
,ID-396,TheHill,negative,85660000,At least 18 injured in shooting at Walmart in El Paso
,ID-437,TheHill,negative,85660000,Groups ask court to block ex-felon voting law in Florida
,ID-603,TheHill,negative,85660000,Playboy plans to appeal after reporter says his White House credentials were suspended
,ID-968,TheHill,negative,85660000,Director Ava DuVernay: Trump contributed to 'environment' around 1994 crime bill
,ID-1021,TheHill,negative,85660000,Immigrants in US military denied citizenship more often than civilians
,ID-1137,TheHill,negative,85660000,Senior Palestinian official denied US visa
,ID-1662,TheHill,negative,85660000,Former Bush adviser: Senate should reject Stephen Moore
,ID-1861,TheHill,negative,85660000,House Dems propose billions in extra funding for environmental programs that Trump sought to cut
,ID-1990,TheHill,negative,85660000,"""Leader of militia group allegedly talked of assassination training for Obama"
,ID-1995,TheHill,negative,85660000,Ohio governor calls to eliminate statute of limitations for sex crimes after OSU doctor abuse report
,ID-2197,TheHill,negative,85660000,MSNBC's Deutsch says Democrats 'at war' with Trump
,ID-2428,TheHill,negative,85660000,"""Sanders calls Barr's handling of Mueller probe 'outrageous"
,ID-2452,TheHill,negative,85660000,'Handmaid's Tale' actress slams 'disgusting' abortion bans
,ID-2623,TheHill,negative,85660000,Family of man who died in jail run by Sheriff David Clarke reaches nearly $7 million settlement
,ID-2837,TheHill,negative,85660000,O'Rourke's defends his 'war tax' amid criticism
,ID-2896,TheHill,negative,85660000,WaPo columnist: Democrats will have to defeat Trump at ballot box post-Mueller
,ID-3091,TheHill,negative,85660000,Biden on Anita Hill: I regret not being able to give her the hearing she deserved
,ID-3303,TheHill,negative,85660000,Buttigieg: 'Polite' people can still advance policies that hurt 'you and your family'
,ID-3340,TheHill,negative,85660000,Iowa conservative leader slams 2020 Dems turning down Christian event
,ID-3496,TheHill,negative,85660000,Trump account mocked over pushback to Meghan Markle 'nasty' reports
,ID-3517,TheHill,negative,85660000,Booker denies 'swipe' at John Delaney after his campaign sent fundraising email attacking Delaney
,ID-3532,TheHill,negative,85660000,Democrats renew attacks on Trump attorney general
,ID-3854,TheHill,negative,85660000,McConnell opens door to vote on Iran war authorization
,ID-3987,TheHill,negative,85660000,California man charged with hate crimes for sending letters threatening to kill incoming minority neighbors
,ID-4042,TheHill,negative,85660000,California synagogue rabbi injured in shooting: 'Terror will not win'
,ID-4259,TheHill,negative,85660000,"""Pelosi hits back at Trump's attacks on Cummings"
,ID-4282,TheHill,negative,85660000,The Memo: Dems debate Trump response – 'Being righteous and losing sucks'
,ID-4842,TheHill,negative,85660000,Leon Panetta: Trump's foreign intel comments are a 'violation of the oath of office'
neutral,,,43,,
,ID-287,TheHill,neutral,85660000,House bill would make World Cup funds contingent on equal pay
,ID-551,TheHill,neutral,85660000,Trump's evolving remarks on Russian election interference
,ID-570,TheHill,neutral,85660000,2020 Democrat: Pelosi is 'juggling a caucus that's divided'
,ID-827,TheHill,neutral,85660000,"""Senate passes $4.5 billion border bill"
,ID-862,TheHill,neutral,85660000,"""Trump sues lawmakers"
,ID-907,TheHill,neutral,85660000,"""'Holocaust' trends on Twitter after Ocasio-Cortez"
,ID-1134,TheHill,neutral,85660000,Senate Intel finds 'extensive' Russian election interference going back to 2014
,ID-1304,TheHill,neutral,85660000,Sunday shows - Immigration raids dominate
,ID-1330,TheHill,neutral,85660000,"""White House releases photos of Trump"
,ID-1508,TheHill,neutral,85660000,Romney to vote against budget deal: Agreement 'perpetuates fiscal recklessness'
,ID-1557,TheHill,neutral,85660000,Trump campaign running ads on Facebook based on Mueller report
,ID-1587,TheHill,neutral,85660000,"""White House expects retaliation from China"
,ID-1664,TheHill,neutral,85660000,GOP Texas lawmaker accuses top vaccine scientist of 'sorcery'
,ID-1698,TheHill,neutral,85660000,Kentucky Democrats sell 'Moscow Mitch' gear after McConnell blocks election security bills
,ID-1751,TheHill,neutral,85660000,Schumer backs up Pelosi's resistance to impeachment inquiry
,ID-1975,TheHill,neutral,85660000,Democratic leaders 'unlikely' to allow vote on reversing Hyde Amendment
,ID-2038,TheHill,neutral,85660000,Texas Republican: Migrant conditions in his state the 'worst' he's seen
,ID-2323,TheHill,neutral,85660000,"""Ocasio-Cortez calls out Steve King"
,ID-2356,TheHill,neutral,85660000,Trump admin rejecting requests from U.S. embassies to fly pride flag: report
,ID-2358,TheHill,neutral,85660000,Trump to reporter: What I say to Putin at G20 is none of your business
,ID-2629,TheHill,neutral,85660000,"""Harris unveils plan to revamp infrastructure"
,ID-2921,TheHill,neutral,85660000,California sues Trump over cancellation of high-speed rail funds
,ID-3025,TheHill,neutral,85660000,Bernie Sanders Fox News town hall draws more than 2.55 million
,ID-3239,TheHill,neutral,85660000,"""Thousands of pieces of glass spread at Michigan beach with 'malicious intent"
,ID-3297,TheHill,neutral,85660000,Biden defends civil rights record after clash with Harris
,ID-3328,TheHill,neutral,85660000,GOP chairman eyes former Bush official for new CBO director
,ID-3368,TheHill,neutral,85660000,Officials report 'multiple patients' after explosion at Florida shopping center
,ID-3418,TheHill,neutral,85660000,Trump will allow Americans to sue companies in Cuba
,ID-3586,TheHill,neutral,85660000,Omar hits back at Trump tweet: 'Knock it off. You're the president'
,ID-3676,TheHill,neutral,85660000,"""Buttigieg defends Kaepernick"
,ID-3737,TheHill,neutral,85660000,Michigan charges 5 former priests with sexual misconduct
,ID-3887,TheHill,neutral,85660000,"""Tillis' Democratic challenger brings in over $720"
,ID-3943,TheHill,neutral,85660000,Trump: Russia says it has removed 'most of their people' from Venezuela
,ID-3990,TheHill,neutral,85660000,Chicago elects its first black woman mayor
,ID-4181,TheHill,neutral,85660000,Ocasio-Cortez: Booker doesn't owe Biden apology over remark about segregationists
,ID-4193,TheHill,neutral,85660000,Trump says Russia would 'much rather' have Clinton as president
,ID-4254,TheHill,neutral,85660000,NYPD investigating Megan Rapinoe posters vandalized with homophobic slurs
,ID-4268,TheHill,neutral,85660000,School worker resigns after telling black students they're lucky they weren't 'picking cotton'
,ID-4320,TheHill,neutral,85660000,Denver hospital saw three times more marijuana-related ER visits after legalization
,ID-4358,TheHill,neutral,85660000,"""Warren"
,ID-4810,TheHill,neutral,85660000,NY county clerk files lawsuit challenging giving undocumented immigrants licenses
,ID-4836,TheHill,neutral,85660000,"""Democratic lawmaker unloads on Ocasio-Cortez"
,ID-4926,TheHill,neutral,85660000,Delaney posts best online fundraising day of campaign after primary debate
TheNewYorker,,,79,,
Pred:,,,Anzahl:,,
neutral,,,46,,
,ID-36,TheNewYorker,neutral,20480000,Giving Birth in the Wake of a Storm
,ID-161,TheNewYorker,neutral,20480000,The Right to a Stable Climate Is the Constitutional Question of the Twenty-first Century
,ID-890,TheNewYorker,neutral,20480000,What Joe Biden Hasn’t Owned up to About Anita Hill
,ID-1034,TheNewYorker,neutral,20480000,"""Jordan Klepper"
,ID-1093,TheNewYorker,neutral,20480000,Paul Mpagi Sepuya Mines the Queer History of the Portrait Studio
,ID-1154,TheNewYorker,neutral,20480000,The Cooking Cartoonist: Guilt-Free Ways to Prepare Octopus
,ID-1172,TheNewYorker,neutral,20480000,The Week Beyond Mueller and Trump
,ID-1329,TheNewYorker,neutral,20480000,"""What HBO’s “Chernobyl” Got Right"
,ID-1393,TheNewYorker,neutral,20480000,Climate Change and the New Age of Extinction
,ID-1434,TheNewYorker,neutral,20480000,Hollywood Writers Attempt Life Without Agents
,ID-1532,TheNewYorker,neutral,20480000,The Hills Have Eyes: Nü Beginnings
,ID-1766,TheNewYorker,neutral,20480000,The Challenge of Going Off Psychiatric Drugs
,ID-1793,TheNewYorker,neutral,20480000,Valerie Jarrett Looks Back on the Obama White House
,ID-1887,TheNewYorker,neutral,20480000,"""Netanyahu"
,ID-1907,TheNewYorker,neutral,20480000,Screening Room: A Short Film of Dreamy Imagery and Mysterious Language
,ID-1937,TheNewYorker,neutral,20480000,Zion Williamson and the N.B.A. Draftees Usher in a New Era of Basketball
,ID-1957,TheNewYorker,neutral,20480000,"""The Giddy Thrill of “What We Do in the Shadows"
,ID-2347,TheNewYorker,neutral,20480000,The Release of Ivan Golunov and the Power of Collective Action in Russia
,ID-2400,TheNewYorker,neutral,20480000,"""Donald Trump"
,ID-2567,TheNewYorker,neutral,20480000,Spy-Satellite Images Reveal How Climate Change Is Rapidly Melting the Himalayan Glaciers
,ID-2808,TheNewYorker,neutral,20480000,"""Julián Castro"
,ID-2867,TheNewYorker,neutral,20480000,"""The Central Park Five"
,ID-2875,TheNewYorker,neutral,20480000,The Missouri River Flood Hits a Historic Native American Homeland
,ID-2905,TheNewYorker,neutral,20480000,"""“Return to Bollène"
,ID-2941,TheNewYorker,neutral,20480000,"""In Elvia Wilk’s “Oval"
,ID-3069,TheNewYorker,neutral,20480000,Sunday Reading: The Women Reshaping Professional Sports
,ID-3173,TheNewYorker,neutral,20480000,Kamala Harris Takes Her Post-Debate Momentum to Iowa
,ID-3201,TheNewYorker,neutral,20480000,"""People Are Still Getting Married"
,ID-3301,TheNewYorker,neutral,20480000,"""Boris Johnson for Prime Minister"
,ID-3401,TheNewYorker,neutral,20480000,The Voraciousness and Oddity of Dora Maar’s Pictures
,ID-3446,TheNewYorker,neutral,20480000,“I’m an Outsider on the Inside”: An Interview with Bruce Davidson
,ID-3541,TheNewYorker,neutral,20480000,Focus-Group-Testing Takeaways for the Next Social-Media Platform
,ID-3622,TheNewYorker,neutral,20480000,"""The Woman Who Has Styled Justin Bieber"
,ID-3656,TheNewYorker,neutral,20480000,“The Hills: New Beginnings” and Our Warped American Reality
,ID-3666,TheNewYorker,neutral,20480000,Alabama Senate Votes to Virtually Eliminate Tourism to Alabama
,ID-3864,TheNewYorker,neutral,20480000,Nigel Farage Makes Trumpian Trouble with His New Brexit Party
,ID-3899,TheNewYorker,neutral,20480000,"""Wimbledon 2019: On a Day When Serena Williams Didn’t Have It"
,ID-3904,TheNewYorker,neutral,20480000,"""“While I Live"
,ID-3965,TheNewYorker,neutral,20480000,America!: Animal Influencers of the Nineteen-Twenties
,ID-3999,TheNewYorker,neutral,20480000,Conversations with Ma: Making Wreaths and Having Kids
,ID-4310,TheNewYorker,neutral,20480000,A Political Scientist Defends White Identity Politics
,ID-4328,TheNewYorker,neutral,20480000,"""Harry and Meghan Introduce Their Son"
,ID-4502,TheNewYorker,neutral,20480000,The Brexit Party Arrives in the European Parliament
,ID-4859,TheNewYorker,neutral,20480000,"""A Sociologist of Religion on Protestants"
,ID-4911,TheNewYorker,neutral,20480000,The Reporter Who Wrote About Layoffs at the Cleveland Plain Dealer After He Was Laid Off
,ID-4930,TheNewYorker,neutral,20480000,Losing Religion and Finding Ecstasy in Houston
negative,,,19,,
,ID-66,TheNewYorker,negative,20480000,Jacinda Ardern Has Rewritten the Script for How a Nation Grieves After a Terrorist Attack
,ID-162,TheNewYorker,negative,20480000,The Scrambled Logic of Trump’s New Attempt to Kill Obamacare
,ID-841,TheNewYorker,negative,20480000,The Devil Critiques Expressions That Mention Him
,ID-1032,TheNewYorker,negative,20480000,Jalen Rose Has a Problem with Basketball Analytics
,ID-1033,TheNewYorker,negative,20480000,Joe Biden Bets on Being the Anti-Trump Candidate
,ID-1060,TheNewYorker,negative,20480000,Manny Pacquiao Might Be Making a Terrible Mistake
,ID-1080,TheNewYorker,negative,20480000,"""No Conspiracy"
,ID-1112,TheNewYorker,negative,20480000,R. Kelly and the Damage Done
,ID-1313,TheNewYorker,negative,20480000,The Serial Golf Cheat in the White House
,ID-1772,TheNewYorker,negative,20480000,The Stock Market Intrudes on the Alternate Reality of Trump’s Trade War
,ID-1952,TheNewYorker,negative,20480000,Losing Her Mind: “Crazy Ex-Girlfriend” Ends with Hope
,ID-2211,TheNewYorker,negative,20480000,A Scholar of Extremism on How Religious Conflict Shapes Sri Lanka
,ID-2578,TheNewYorker,negative,20480000,The Startling Image of the Blood-Spattered Victim of the Virginia Beach Shooting
,ID-2869,TheNewYorker,negative,20480000,The Descendants of Slaves in Nigeria Fight for Equality
,ID-2891,TheNewYorker,negative,20480000,"""Trump’s Strange"
,ID-3884,TheNewYorker,negative,20480000,The Trump Campaign Pitches Its Crypto-Majority Argument to Women
,ID-3939,TheNewYorker,negative,20480000,There Is Nothing Strategic About Trump’s Racism
,ID-4371,TheNewYorker,negative,20480000,Donald Trump’s Unprecedented Assault on the Power of Congress
,ID-4912,TheNewYorker,negative,20480000,The Sinking of the M.V. Sewol and the Confusion of Disasters
positive,,,14,,
,ID-139,TheNewYorker,positive,20480000,Subtle Hints That It May Be Time to Clean Your Car
,ID-177,TheNewYorker,positive,20480000,Trump Asks Wisconsin to Help Elect Him Again in 2020
,ID-651,TheNewYorker,positive,20480000,A Rosé by Any Other Name: Welcome to Duty Free
,ID-1153,TheNewYorker,positive,20480000,The Coming-of-Age Tale That Inspired Mayor Pete to Learn Norwegian
,ID-1401,TheNewYorker,positive,20480000,Dear Pepper: Trouble with Two Friends
,ID-1745,TheNewYorker,positive,20480000,Review: “Euphoria” and the Flawed Art of Gen Z Prophesying
,ID-1774,TheNewYorker,positive,20480000,The Underrated Pleasures of Eating Dinner Early
,ID-1951,TheNewYorker,positive,20480000,Jackie MacMullan Is the Great Chronicler of Basketball’s Golden Age
,ID-1963,TheNewYorker,positive,20480000,A Decline in Capital Investment Reveals the False Promise of Trump’s Tax Bill
,ID-2104,TheNewYorker,positive,20480000,"""“Trump Wins!”: The President"
,ID-3150,TheNewYorker,positive,20480000,Facebook’s False Standards for Not Removing a Fake Nancy Pelosi
,ID-3720,TheNewYorker,positive,20480000,Ingeborg Bachmann’s “Malina” Is the Truest Portrait of Female Consciousness Since Sappho
,ID-4278,TheNewYorker,positive,20480000,"""The Coolest"
,ID-4676,TheNewYorker,positive,20480000,In Praise of the Wild Overuse of Slow Motion on “Chef’s Table”
TheWeek,,,83,,
Pred:,,,Anzahl:,,
negative,,,21,,
,ID-11,TheWeek,negative,12350000,Donald Trump’s ‘bizarre’ questions on George Washington tour
,ID-63,TheWeek,negative,12350000,Iran fails in attempt to ‘impede’ British oil tanker
,ID-534,TheWeek,negative,12350000,The pros and cons of sin taxes
,ID-584,TheWeek,negative,12350000,Edmonton stabbings: man charged over five knife attacks
,ID-594,TheWeek,negative,12350000,Jony Ive leaves Apple: the best devices from the designer’s 30-year career at Cupertino - and the worst
,ID-716,TheWeek,negative,12350000,Feltham YOI: 13 prison guards hospitalised after teenage inmates riot
,ID-823,TheWeek,negative,12350000,Scottish fans and media blast team after horror show in Kazakhstan
,ID-925,TheWeek,negative,12350000,All-female spacewalk cancelled over spacesuit sizes
,ID-1055,TheWeek,negative,12350000,London Bridge attack: what we’ve learned from the inquest
,ID-1501,TheWeek,negative,12350000,Quarter of Brits lose sleep over debt
,ID-1687,TheWeek,negative,12350000,Jeremy Hunt says pursuing a no-deal Brexit would be ‘suicide’ for Tories
,ID-1812,TheWeek,negative,12350000,April Fools’ Day: the best and worst car spoof stories
,ID-1996,TheWeek,negative,12350000,Pound falls to lowest level in 27 months amid no-deal panic
,ID-2308,TheWeek,negative,12350000,Moss Restaurant Iceland: at the cutting edge of New Nordic cuisine
,ID-2767,TheWeek,negative,12350000,David Blaine: magician accused of sexual assault
,ID-2804,TheWeek,negative,12350000,Jesus Army: shocking reports of life inside Christian cult
,ID-2846,TheWeek,negative,12350000,Russia denies South Korean claims of warning shots from jets
,ID-3211,TheWeek,negative,12350000,Ryanair announces plan to cut hundreds of jobs
,ID-3283,TheWeek,negative,12350000,Almost 71 million people fleeing conflict and oppression: the worst-affected countries
,ID-3302,TheWeek,negative,12350000,Boris Johnson says UK will leave EU on 31 October ‘do or die’
,ID-3495,TheWeek,negative,12350000,Today’s front pages: ‘milkshaken’ Farage and rise in racism
neutral,,,51,,
,ID-58,TheWeek,neutral,12350000,Indian election: Narendra Modi’s BJP tipped for victory
,ID-76,TheWeek,neutral,12350000,Labour on course to sweep European elections
,ID-81,TheWeek,neutral,12350000,London to be ‘as hot as Barcelona’ by 2050
,ID-138,TheWeek,neutral,12350000,Sport shorts: Juventus sign Matthijs de Ligt and Lando Norris urges Lewis Hamilton to ‘stick around’ in F1
,ID-152,TheWeek,neutral,12350000,The Decathlon: ten things from the world of sport on 23 April
,ID-230,TheWeek,neutral,12350000,"""Premier League transfer news: Coutinho"
,ID-275,TheWeek,neutral,12350000,Fed cuts interest rates for first time in a decade: why it matters
,ID-294,TheWeek,neutral,12350000,"""Jeweller sells £4"
,ID-425,TheWeek,neutral,12350000,England new boy Declan Rice in hot water over old social media post
,ID-497,TheWeek,neutral,12350000,Police and protesters clash on Hong Kong anniversary
,ID-521,TheWeek,neutral,12350000,Ten Things You Need to Know Today: Saturday 30 Mar 2019
,ID-685,TheWeek,neutral,12350000,Boris Johnson ‘will get UK match fit for no deal’
,ID-743,TheWeek,neutral,12350000,Investing in wine: the end of the Burgundy bubble
,ID-810,TheWeek,neutral,12350000,"""Premier League transfer news: Bernardo"
,ID-831,TheWeek,neutral,12350000,"""Spurs are home: Tottenham’s new era starts at £1bn stadium - reactions"
,ID-998,TheWeek,neutral,12350000,Fresh calls for Trump’s impeachment after Mueller statement
,ID-1103,TheWeek,neutral,12350000,"""Premier League transfer news: Rodriguez"
,ID-1341,TheWeek,neutral,12350000,#BackPoch: Tottenham fans urge Daniel Levy to back boss Mauricio Pochettino
,ID-1525,TheWeek,neutral,12350000,Ten Things You Need to Know Today: Sunday 21 Jul 2019
,ID-1629,TheWeek,neutral,12350000,Boris Johnson faces questions of character
,ID-1660,TheWeek,neutral,12350000,Five things you didn’t know about Elton John
,ID-1680,TheWeek,neutral,12350000,Instant Opinion: ‘Boris Johnson is utterly unfit to be prime minister’
,ID-1736,TheWeek,neutral,12350000,Porsche Boxster 981 Bergspyder: everything we know about the one-off sports car
,ID-1779,TheWeek,neutral,12350000,Today’s back pages: Maestro Messi is from another planet as Liverpool are floored
,ID-1780,TheWeek,neutral,12350000,Today’s front pages: ‘Lyra’s Legacy’ and IndyRef2
,ID-1799,TheWeek,neutral,12350000,What the US is saying about Donald Trump’s state visit
,ID-1829,TheWeek,neutral,12350000,Cricket World Cup: reserve day row after yet another washout
,ID-1841,TheWeek,neutral,12350000,F1: Lewis Hamilton overtakes Michael Schumacher as highest-paid driver in history
,ID-1847,TheWeek,neutral,12350000,Five things you didn’t know about Alexandria Ocasio-Cortez
,ID-1882,TheWeek,neutral,12350000,Meghan Markle edits Vogue: what to expect
,ID-1894,TheWeek,neutral,12350000,"""Premier League transfer news: Hazard"
,ID-1900,TheWeek,neutral,12350000,Reaction: Congratulations pour in for Meghan and Harry's son
,ID-1910,TheWeek,neutral,12350000,"""Simona stuns Serena at Wimbledon: game"
,ID-1918,TheWeek,neutral,12350000,"""Tea bags can solve smelly shoes"
,ID-2744,TheWeek,neutral,12350000,"""Arsenal transfer news: Torreira"
,ID-3005,TheWeek,neutral,12350000,F1: Williams drivers George Russell and Robert Kubica prepare for long-term recovery
,ID-3389,TheWeek,neutral,12350000,Sport shorts: Andy Murray and Serena Williams form Wimbledon dream team
,ID-3539,TheWeek,neutral,12350000,Finland investigates Nokia smartphones sending data to China
,ID-3624,TheWeek,neutral,12350000,Today’s back pages: Oh Nou! United blown away by a Barcelona and Messi masterclass
,ID-3674,TheWeek,neutral,12350000,Brexit preference ‘first question to ask on first date’
,ID-3753,TheWeek,neutral,12350000,Premier League title race: Mo Salah’s wonder goal puts Liverpool back on top
,ID-3784,TheWeek,neutral,12350000,Today’s back pages: Stokes catch gives England a flying start in Cricket World Cup
,ID-3805,TheWeek,neutral,12350000,What Jeremy Hunt said on abortion
,ID-3880,TheWeek,neutral,12350000,"""The Decathlon: Nadal"
,ID-3888,TheWeek,neutral,12350000,Today's back pages: England beat India at Cricket World Cup
,ID-3916,TheWeek,neutral,12350000,"""Brexit: 10"
,ID-4015,TheWeek,neutral,12350000,52 ideas that changed the world - 6. The printing press
,ID-4446,TheWeek,neutral,12350000,"""US woman kidnapped on Ugandan safari: kidnappers demand $500"
,ID-4545,TheWeek,neutral,12350000,Deadline passes for publication of gender pay figures
